sender,receiver,amount
71,142,2
387,861,2
456,964,4
752,85,1
232,873,6
12,388,6
983,602,6
940,27,9
209,658,4
193,333,8
548,262,5
49,95,8
239,844,7
852,582,1
57,442,4
281,425,4
383,835,5
442,129,6
296,423,8
472,810,8
909,80,3
613,885,9
513,856,5
415,515,2
396,203,2
634,902,7
839,545,2
544,567,3
634,357,2
392,97,8
28,501,4
294,967,4
759,239,4
828,887,4
108,393,9
698,198,6
816,227,3
504,172,4
312,98,1
302,631,7
643,79,8
777,406,2
710,993,9
257,134,3
935,289,3
666,946,0
323,372,4
27,646,9
412,838,6
487,511,4
233,655,9
713,685,3
741,584,6
25,397,3
550,909,5
717,514,0
281,183,8
66,615,8
268,727,6
108,302,5
544,855,1
108,36,8
353,849,2
222,410,8
9,840,1
154,787,5
892,346,4
961,908,6
919,988,5
900,493,3
946,383,0
151,664,9
18,806,0
994,400,3
905,110,0
328,512,5
580,323,5
772,565,4
952,747,3
76,951,3
438,87,7
986,386,1
124,884,7
334,597,0
561,236,1
252,791,2
506,763,5
423,911,6
813,260,7
69,805,9
159,515,5
709,738,5
10,794,6
187,670,8
668,635,6
747,684,8
192,823,3
75,571,4
29,32,8
909,244,5
298,592,8
880,293,3
64,71,2
821,262,8
969,56,7
915,357,0
342,897,9
595,855,2
2,642,4
781,444,3
561,415,2
818,754,3
995,887,8
65,401,9
317,999,3
420,385,0
203,124,9
456,498,3
299,296,6
745,87,6
963,361,4
885,758,8
827,912,9
666,707,2
771,572,9
573,710,2
38,616,3
936,435,9
214,461,1
399,996,1
217,469,2
320,244,7
471,207,6
126,373,8
710,245,2
337,519,3
959,209,1
693,920,8
677,249,8
844,988,5
91,61,0
276,139,0
144,603,7
349,699,5
161,371,1
912,385,6
392,808,2
435,584,9
55,345,0
483,734,3
38,89,5
177,78,4
3,104,4
156,546,1
53,342,6
981,833,3
376,657,3
359,276,9
406,186,6
779,334,2
930,681,2
811,948,5
386,818,1
239,894,0
17,632,0
39,48,7
492,246,1
675,371,1
216,351,5
798,395,0
642,435,1
485,601,7
105,365,2
136,507,2
624,448,1
864,871,3
212,861,5
358,369,0
6,56,2
615,469,6
913,607,1
409,50,3
424,933,9
366,489,9
472,772,7
244,482,2
466,172,3
497,148,6
801,793,9
236,799,4
543,618,7
764,350,9
868,7,4
917,176,2
719,536,7
811,496,6
404,746,4
727,510,8
104,852,2
977,75,2
370,432,9
488,344,1
870,980,7
752,658,1
921,508,9
262,481,8
14,66,4
828,316,6
673,781,8
530,118,6
994,190,2
67,940,8
338,844,2
505,110,5
130,68,1
785,507,2
47,828,0
180,208,2
463,205,2
137,876,7
657,578,7
8,156,4
498,689,2
133,766,3
342,817,2
873,96,0
588,751,5
930,948,4
962,665,7
296,717,5
107,119,1
140,413,9
877,880,4
871,103,1
17,913,7
934,643,5
417,542,7
672,980,2
937,877,3
554,441,3
768,828,3
294,966,9
187,688,3
810,666,1
646,769,2
551,437,1
716,296,7
145,308,7
924,663,2
983,572,1
505,254,1
808,320,3
511,963,6
501,49,9
866,183,3
184,717,8
682,412,4
24,40,3
527,489,6
663,484,8
449,182,3
608,551,0
806,310,7
785,736,2
892,261,4
326,947,9
509,602,5
487,803,8
164,213,3
989,688,9
171,952,9
121,641,4
77,821,7
597,556,7
995,961,7
738,325,2
271,440,6
497,17,8
881,417,9
888,320,1
539,557,3
791,968,7
474,450,8
815,581,1
373,277,5
240,781,2
279,695,3
619,131,7
654,162,8
414,52,8
237,148,8
811,46,2
758,80,8
549,91,4
57,717,4
585,402,4
573,556,8
351,57,6
654,448,1
733,660,9
152,813,2
898,999,2
446,132,6
585,841,9
431,605,3
752,37,5
809,353,2
85,108,3
608,240,4
731,470,2
550,693,1
786,446,5
873,429,3
739,334,5
195,290,6
679,413,8
26,529,0
682,780,5
954,710,6
152,329,8
206,377,1
130,409,3
17,909,2
698,729,8
544,322,8
479,434,0
34,661,4
696,985,8
587,269,6
735,188,2
272,131,2
501,780,9
680,144,4
545,907,4
117,594,2
28,607,5
314,588,8
176,551,9
122,402,6
905,333,4
49,285,3
532,775,7
563,443,8
796,292,4
439,952,8
335,996,2
841,290,3
246,656,4
711,561,6
968,721,5
333,142,6
784,714,8
928,353,2
306,592,5
53,252,6
628,147,4
729,290,2
803,537,7
492,955,8
728,509,9
62,898,0
640,984,8
87,359,9
127,262,0
85,959,3
632,729,6
6,252,8
60,842,2
839,622,2
929,123,9
409,240,1
33,876,0
263,365,5
664,827,9
866,631,6
649,742,1
550,44,7
991,776,0
818,213,7
960,928,2
934,372,8
632,991,5
987,557,7
680,535,9
836,312,6
29,444,0
121,271,4
540,640,6
266,552,9
513,822,7
490,358,5
68,913,7
335,329,8
106,872,7
259,19,9
729,919,6
718,294,8
825,188,0
229,673,3
678,818,8
942,123,3
207,770,6
748,693,2
394,661,2
626,25,5
969,340,1
730,777,6
948,329,5
71,651,4
423,940,9
721,88,5
569,881,8
449,859,1
988,489,8
499,198,2
240,20,8
48,973,7
769,614,3
304,571,1
746,817,6
634,931,1
752,353,1
954,245,3
712,422,6
747,612,6
476,14,4
740,521,1
648,449,0
730,763,0
707,829,0
116,654,1
263,560,7
919,396,3
379,527,7
589,721,9
325,767,7
116,896,4
179,235,7
703,16,6
630,836,0
362,464,2
974,984,2
676,659,7
555,55,0
573,611,2
514,346,5
668,228,1
996,328,6
268,719,8
962,105,0
307,832,7
900,274,0
793,588,0
437,140,3
548,882,7
398,727,8
3,637,1
203,798,1
407,94,8
244,922,7
293,987,0
156,164,6
59,284,5
437,438,0
598,631,6
659,962,1
79,469,0
21,330,3
969,894,6
734,378,1
814,538,9
330,477,1
102,160,4
219,682,3
532,657,4
963,299,2
315,977,7
180,483,2
778,851,3
764,855,5
548,619,8
178,274,0
170,736,9
60,512,9
470,365,0
834,608,7
962,436,0
871,801,0
140,183,6
209,256,2
958,49,7
833,42,7
563,824,2
13,694,5
696,460,4
835,982,7
408,940,9
396,572,7
621,925,6
954,290,2
251,415,6
623,577,2
324,169,9
20,963,6
13,91,9
699,210,6
855,282,8
666,165,1
360,83,3
622,381,9
94,513,6
204,848,3
755,506,6
492,968,5
622,177,6
321,110,4
975,561,1
475,588,6
57,171,8
608,435,1
941,270,7
350,698,9
680,592,8
398,732,9
635,741,7
620,477,7
789,999,0
709,493,0
237,553,9
968,103,0
174,289,0
599,62,3
835,661,2
516,49,5
946,997,4
14,200,4
506,560,7
655,718,5
816,864,9
28,539,5
287,541,3
673,285,1
16,541,4
747,251,6
366,676,4
882,324,6
839,384,5
437,637,3
737,985,1
611,361,7
82,531,7
223,978,8
540,390,2
60,301,8
972,139,4
942,560,3
752,186,9
672,422,0
287,952,6
356,567,8
907,489,6
543,474,4
820,264,4
684,886,6
782,603,4
781,185,5
139,201,2
306,490,9
263,15,2
727,923,9
478,112,7
668,367,8
787,43,7
953,888,8
76,516,8
104,781,7
524,708,6
591,312,5
784,166,9
276,597,1
112,458,6
843,329,5
666,938,7
783,263,0
701,964,7
939,551,9
68,447,5
809,554,6
113,629,4
313,143,4
297,792,9
445,632,6
138,737,7
357,298,4
609,367,2
564,183,0
204,4,1
345,10,5
80,519,9
400,186,5
202,701,6
200,346,8
274,584,3
336,262,5
469,742,0
698,983,8
323,121,5
687,345,8
34,598,4
143,162,6
627,906,3
765,502,2
873,58,2
457,638,7
379,278,7
113,341,8
148,411,8
621,682,4
937,663,8
723,388,6
801,172,8
885,719,5
477,989,7
279,41,8
758,965,9
976,435,7
347,721,2
23,490,3
430,855,2
271,673,8
700,166,1
14,386,0
537,895,7
957,413,5
401,761,9
188,446,2
945,441,6
495,877,0
816,382,5
337,368,6
806,537,6
521,451,1
523,187,0
768,367,2
825,433,3
568,819,4
974,172,5
841,519,4
70,11,6
651,407,7
993,311,4
50,346,8
881,349,1
998,732,2
445,373,0
507,476,5
469,136,9
495,408,0
631,416,0
942,204,2
262,167,3
873,368,5
132,992,4
762,882,9
756,837,9
604,416,4
362,212,6
887,482,9
961,987,4
757,301,5
289,522,2
170,846,0
818,688,1
877,393,5
582,112,1
933,64,9
78,164,0
294,197,1
371,715,4
704,602,9
453,5,5
927,824,6
240,768,7
737,51,8
596,885,8
92,88,6
389,706,5
159,286,8
170,775,5
233,87,1
183,444,8
193,107,3
889,641,2
73,787,9
281,263,8
158,449,6
14,919,8
448,577,8
170,330,2
369,19,5
534,118,7
142,600,3
813,837,7
491,11,8
719,380,9
333,100,7
888,976,7
277,583,3
57,826,6
791,479,9
578,482,3
22,308,1
702,326,7
870,793,7
639,181,1
525,492,6
424,890,6
136,55,2
437,682,9
495,754,6
36,925,3
700,515,4
719,828,1
938,880,4
655,32,1
840,28,9
942,360,1
816,968,4
688,928,5
175,497,3
803,120,7
997,817,2
650,249,2
656,609,2
278,987,9
340,449,1
786,264,5
452,147,3
85,232,4
801,536,8
437,603,5
848,573,7
532,35,3
52,642,4
810,64,4
206,315,4
706,158,3
708,698,0
358,415,2
23,775,6
311,105,1
803,299,3
247,349,3
209,91,5
456,15,5
211,463,8
721,354,9
837,824,5
592,466,1
857,529,9
13,384,3
125,232,2
0,991,1
337,931,2
128,164,6
576,683,3
991,437,6
909,677,6
772,869,3
939,960,6
655,706,6
357,21,5
794,659,7
665,324,0
567,268,3
636,379,3
89,666,4
664,172,5
342,716,8
714,434,2
625,174,5
644,828,6
923,108,3
23,134,3
292,616,1
423,753,6
977,121,1
194,60,6
248,706,3
879,118,8
426,493,7
178,964,0
14,340,8
995,212,2
847,194,8
320,322,4
505,186,6
844,724,5
914,572,1
705,462,5
744,94,3
61,504,9
312,299,1
579,602,7
623,206,2
633,262,0
991,658,8
747,794,0
374,699,0
107,181,2
716,589,5
795,978,9
997,341,6
648,791,4
484,285,3
260,742,1
735,928,6
474,546,8
884,344,4
214,467,9
156,352,7
357,889,6
273,534,5
470,23,8
67,245,1
102,742,3
90,37,3
737,54,5
287,795,2
487,263,3
472,470,7
153,508,8
195,228,3
419,460,5
664,589,7
493,31,6
478,494,2
325,346,7
512,649,8
823,737,2
642,110,5
997,539,5
988,433,4
886,929,0
165,325,1
993,925,4
182,34,5
760,506,1
992,299,2
664,586,9
630,241,9
566,420,6
625,696,5
466,989,3
819,617,8
384,367,3
211,678,8
803,919,5
699,866,4
545,439,8
67,411,9
895,796,9
24,892,7
975,912,3
869,691,7
63,49,2
569,112,1
532,552,7
457,188,0
111,71,8
275,269,9
833,317,1
307,929,9
57,427,7
589,633,0
976,102,7
247,11,4
210,376,2
480,404,8
180,330,2
869,707,7
926,226,5
277,823,3
392,451,1
741,19,7
291,515,8
935,179,4
773,503,4
406,399,7
197,299,7
579,98,8
883,974,3
522,279,3
41,435,3
298,793,8
774,776,0
0,893,8
849,458,3
94,633,1
224,938,2
595,837,3
832,490,1
977,638,7
677,404,1
778,380,6
953,264,2
21,710,7
993,513,1
945,154,6
64,721,5
436,635,3
545,478,8
573,427,8
997,98,2
332,979,2
123,379,4
314,798,2
262,235,0
78,400,0
470,96,5
885,930,1
628,64,9
770,105,8
599,102,0
902,432,6
558,921,7
149,597,5
131,668,4
620,838,0
520,366,4
655,954,7
809,108,5
103,228,2
935,911,9
959,827,1
296,651,9
880,654,8
8,704,3
614,380,0
944,815,8
922,892,5
511,751,9
389,935,0
61,904,4
234,47,6
508,481,6
266,296,1
277,860,5
687,146,8
247,281,3
617,348,6
156,146,7
115,958,6
775,219,0
899,338,0
182,643,0
725,120,4
407,754,7
42,925,2
261,735,4
436,199,8
737,421,6
95,249,1
202,49,8
826,150,2
690,470,8
936,703,7
228,698,7
855,941,6
562,922,9
161,772,6
763,159,6
51,658,2
240,291,2
59,819,4
104,770,4
727,243,7
900,684,5
63,659,2
997,646,3
782,565,0
900,525,7
668,306,4
713,997,9
478,962,8
424,553,3
231,703,4
9,658,2
887,744,2
839,35,7
448,921,2
682,473,2
271,177,0
93,437,9
516,846,4
588,598,6
975,357,9
470,323,5
618,614,6
583,166,0
681,567,0
35,154,1
317,363,7
97,631,9
865,468,0
268,184,3
130,778,4
159,394,2
269,619,7
677,413,2
618,277,6
209,182,7
826,775,9
803,544,4
911,533,3
787,508,3
945,543,6
236,290,3
668,762,1
303,152,1
948,123,1
591,358,6
513,620,1
383,1,6
369,525,2
955,878,5
139,170,7
715,905,2
666,174,6
897,931,2
467,164,0
873,829,6
398,840,5
93,531,7
26,841,7
291,236,5
36,623,3
863,79,8
594,672,2
211,49,6
849,34,5
433,148,8
128,815,1
23,488,8
271,499,0
828,58,9
130,184,8
838,884,9
348,690,7
645,539,0
470,727,1
751,326,4
552,713,0
429,945,5
864,117,0
871,471,8
179,506,8
769,665,5
575,183,9
170,155,6
803,307,0
247,523,5
499,964,2
85,452,0
327,334,0
961,192,4
88,344,6
153,112,0
880,788,3
407,257,9
980,428,1
330,908,8
79,805,8
786,156,0
366,113,5
509,755,5
215,84,0
176,9,6
272,367,0
237,785,5
514,959,9
288,971,5
794,298,3
579,399,2
542,757,4
920,333,2
593,748,7
709,872,4
448,329,6
927,899,2
454,788,8
945,514,4
418,716,3
37,406,7
18,446,0
325,887,0
952,192,2
413,649,8
648,439,6
13,602,8
410,912,8
98,116,8
796,838,1
221,968,6
229,424,4
668,805,7
616,180,9
48,537,0
194,983,7
296,209,9
514,632,1
366,304,3
597,924,7
110,988,8
671,658,5
565,590,6
98,835,9
16,410,0
771,391,2
269,243,9
305,748,8
700,397,5
893,414,0
372,362,2
391,369,4
333,96,7
664,933,8
9,841,1
954,68,2
801,858,6
329,485,7
722,902,9
834,986,1
309,589,3
538,267,6
329,676,2
491,567,3
460,777,9
748,484,8
629,223,6
120,203,0
452,716,4
70,760,1
436,400,9
869,995,0
250,401,1
723,383,7
816,935,0
870,960,4
856,307,0
814,715,2
15,820,6
157,424,2
56,478,1
218,579,1
608,107,9
141,851,0
796,859,5
413,716,6
629,404,1
838,593,1
491,857,9
744,224,8
407,61,5
406,952,8
878,96,8
802,475,7
61,769,4
401,740,9
917,928,0
65,675,6
591,52,2
671,82,6
951,783,6
681,397,1
703,418,8
469,999,3
359,403,0
480,266,3
523,307,0
761,952,6
24,425,2
538,86,1
58,957,3
783,577,3
974,122,0
237,917,1
607,779,0
326,944,3
475,482,9
277,99,8
250,567,7
612,571,4
668,817,0
158,619,8
971,490,5
936,687,0
3,962,7
296,931,5
313,68,2
824,535,0
78,983,0
139,818,8
620,667,6
450,113,2
353,501,0
981,584,1
302,672,3
328,441,4
129,729,1
866,250,4
564,494,4
894,227,5
178,965,7
645,342,0
671,512,7
368,658,5
175,828,7
553,456,9
845,74,0
348,33,7
150,473,5
895,495,9
966,835,1
25,934,8
262,589,9
882,209,1
609,341,3
605,996,6
395,960,4
354,447,6
254,353,5
354,685,7
595,739,2
630,729,0
786,452,0
579,777,2
995,545,8
132,264,6
756,678,3
626,815,9
50,645,8
922,7,9
209,999,8
219,664,7
935,163,5
24,974,1
948,280,9
974,280,4
16,137,2
197,830,5
157,117,1
558,656,5
157,369,8
915,25,9
915,902,9
307,203,9
507,15,1
920,620,5
543,952,4
10,38,6
834,863,0
194,277,9
257,15,2
758,630,3
859,348,4
54,675,0
112,169,4
57,638,4
122,88,6
714,392,1
342,259,7
720,377,5
62,781,3
168,101,3
23,34,8
771,590,5
955,10,4
5,572,2
411,541,1
45,97,6
230,560,4
428,486,0
292,648,6
320,856,6
425,927,0
423,895,5
315,478,3
647,531,7
52,181,7
691,371,6
970,229,5
192,941,6
398,972,4
658,800,0
8,78,6
985,19,4
431,813,1
723,340,4
304,308,5
685,911,5
109,280,7
190,473,6
896,619,7
221,173,8
643,866,2
210,771,2
796,173,6
350,368,4
888,934,5
337,689,6
121,665,6
146,553,8
982,489,7
331,806,7
492,224,6
928,342,7
497,21,3
936,218,8
711,600,9
731,799,4
536,950,1
637,135,2
331,638,7
185,917,9
682,926,8
628,844,2
631,798,8
235,236,1
102,525,9
661,593,0
703,887,9
62,581,7
191,299,3
248,263,1
367,443,0
536,716,2
171,767,7
672,387,7
112,640,2
76,287,2
844,36,0
454,42,0
426,161,4
400,319,6
445,279,9
249,56,4
228,492,4
108,380,0
823,338,5
905,844,4
75,622,8
550,13,9
823,212,5
823,385,3
152,172,6
599,681,2
482,71,6
518,99,6
616,797,1
363,426,8
15,310,9
141,908,9
542,685,4
779,737,3
72,22,4
309,317,0
67,297,7
431,453,7
417,61,4
845,820,0
837,372,6
121,542,5
277,616,7
977,807,5
737,476,1
688,768,0
378,701,7
460,339,8
86,186,7
536,814,3
154,159,0
631,952,8
157,668,1
821,801,0
102,750,4
221,623,2
252,692,9
243,373,6
623,205,6
61,426,6
616,402,4
546,957,0
213,704,7
415,517,7
672,278,4
75,767,0
143,81,6
502,983,2
915,791,6
249,378,5
760,738,2
581,51,5
669,100,8
26,92,5
128,57,9
635,866,4
986,856,9
784,589,1
622,313,2
122,244,6
147,705,2
753,127,9
786,430,8
325,697,8
550,130,7
44,662,0
88,146,0
111,942,5
925,575,6
175,183,1
840,818,6
992,270,5
917,682,8
488,239,4
347,59,8
152,372,9
180,939,8
746,813,4
981,944,8
605,53,1
164,974,1
781,707,7
772,735,0
663,196,9
39,200,7
320,931,0
309,89,1
323,661,6
263,682,7
173,317,8
970,805,1
648,291,9
820,604,0
516,830,2
55,952,8
334,203,6
333,177,3
111,547,8
999,821,8
619,468,9
722,439,8
674,297,0
656,45,0
237,505,7
302,702,2
156,461,5
641,877,7
642,485,6
16,553,1
137,716,9
472,901,0
745,152,0
54,772,9
34,618,5
761,818,9
918,14,1
358,129,9
617,108,1
300,761,5
307,785,3
856,226,5
139,773,3
355,114,2
882,638,5
310,489,8
946,624,4
706,101,1
994,501,8
248,690,4
995,848,9
550,471,1
209,315,9
195,95,6
115,834,3
224,17,5
842,518,4
395,546,7
476,208,9
362,315,6
570,410,4
604,166,2
873,483,2
480,41,4
45,145,9
325,563,1
402,957,9
340,438,5
341,997,2
54,554,8
24,859,2
772,646,0
291,247,5
997,389,7
685,560,1
343,261,5
826,306,1
510,381,1
814,215,2
601,771,5
868,31,3
798,497,9
391,98,7
923,452,9
623,658,4
116,407,5
913,26,3
176,723,2
67,248,3
614,599,3
535,978,4
258,860,5
476,513,7
729,568,5
610,562,6
358,590,6
283,336,9
526,160,0
709,765,6
373,513,5
917,552,7
844,670,1
979,89,5
155,671,9
370,392,0
935,800,1
91,496,0
211,145,9
687,820,7
348,949,9
3,644,1
104,43,6
970,440,2
455,8,9
482,292,6
20,301,9
918,473,4
426,864,9
390,818,2
162,555,2
576,84,9
100,620,3
203,813,2
689,30,8
14,959,2
5,990,8
666,964,1
960,613,9
229,760,2
834,57,3
713,522,8
703,160,7
163,199,4
53,715,2
253,41,9
206,415,8
218,99,1
641,706,0
491,978,4
864,214,2
291,358,7
888,195,8
857,220,7
359,874,3
390,298,8
96,173,6
961,475,5
71,823,7
263,106,8
55,523,2
670,30,0
743,641,9
890,312,0
734,125,7
22,792,1
357,25,5
693,462,3
894,562,1
561,385,7
897,668,6
278,481,3
232,676,2
14,670,5
24,431,1
487,641,9
7,804,8
864,531,8
612,976,5
261,975,7
86,369,7
162,895,8
549,794,7
940,59,4
294,20,9
511,131,3
155,234,4
18,565,9
609,358,5
330,90,4
130,24,9
888,462,1
215,308,6
591,393,5
288,795,2
860,14,9
404,114,5
549,192,3
637,661,1
528,433,3
374,400,5
372,296,9
722,764,4
184,151,5
227,866,5
600,912,1
527,190,8
788,104,0
48,81,6
999,87,6
174,220,9
767,772,5
888,83,8
615,350,5
40,188,4
190,109,1
528,165,6
340,425,1
962,852,6
633,324,5
405,642,2
749,703,5
436,485,6
294,485,9
266,123,3
875,950,1
392,905,5
114,438,8
515,43,6
643,572,7
483,220,6
395,889,6
236,991,6
189,495,4
790,836,7
288,421,9
532,343,3
659,846,7
564,625,7
842,645,0
947,506,8
843,470,6
725,248,5
104,770,3
9,896,1
894,492,9
27,815,6
221,999,3
584,398,9
950,908,2
496,419,3
384,125,2
795,438,3
618,94,7
95,668,5
994,468,6
566,153,5
446,239,7
790,298,4
974,722,0
517,639,4
975,106,2
558,634,0
402,855,2
318,315,5
445,335,9
947,18,4
472,176,0
642,857,5
307,13,0
903,224,5
511,428,5
431,717,4
614,981,5
978,370,2
188,750,0
257,636,1
337,12,1
981,613,3
97,210,4
540,693,8
39,235,9
174,282,0
66,402,4
164,830,3
717,928,3
488,907,7
628,519,0
224,722,9
116,258,3
777,382,2
441,678,1
649,681,7
261,813,0
887,587,7
220,825,7
511,450,4
553,445,4
52,866,2
237,980,0
830,155,9
153,619,4
419,408,6
902,208,7
921,525,6
773,422,4
895,482,7
550,854,1
382,499,5
96,250,9
133,322,7
955,440,6
568,764,0
93,438,8
795,642,7
914,396,0
509,160,3
265,322,0
198,186,8
835,347,5
612,446,1
213,303,9
118,450,1
590,131,4
843,215,0
410,775,1
66,661,7
842,280,5
257,708,0
272,114,6
179,169,9
438,933,9
626,836,6
993,112,8
369,51,1
820,235,2
861,756,7
471,473,0
809,546,6
653,349,3
854,714,0
466,673,2
559,595,4
757,832,8
847,498,2
540,146,4
63,799,2
162,272,9
141,730,5
791,703,4
218,515,3
211,254,4
904,61,4
457,909,9
282,721,5
100,475,5
992,365,5
132,510,3
317,761,2
634,169,7
547,742,7
816,612,3
696,683,0
851,802,2
764,32,0
74,2,9
298,116,7
43,53,6
519,51,3
92,785,9
18,116,5
362,923,8
988,346,0
973,493,7
750,25,7
237,83,7
978,486,0
664,745,9
538,252,5
348,334,1
84,11,1
370,425,3
846,848,3
642,332,4
403,214,7
512,505,4
125,984,9
689,20,4
886,567,7
511,100,7
982,999,1
218,161,9
655,779,7
611,859,6
598,960,8
478,459,0
971,55,9
165,86,4
500,268,4
261,922,6
668,847,4
317,262,6
337,161,6
723,874,1
147,976,7
691,278,4
200,801,4
572,181,8
658,579,8
976,570,5
453,853,1
100,731,4
76,765,9
564,757,3
505,237,1
136,780,1
146,175,9
553,767,6
767,957,6
80,28,9
535,172,1
5,107,9
411,539,2
25,17,0
617,427,6
471,355,9
402,832,3
435,969,5
830,285,0
564,208,8
754,512,0
189,646,8
903,892,6
335,622,9
284,736,0
489,714,9
260,673,3
819,63,3
662,476,4
698,862,3
687,680,1
643,624,5
577,249,2
651,932,7
529,244,2
582,315,9
58,221,4
498,352,0
455,97,7
827,383,3
867,959,5
996,416,5
84,90,9
440,403,8
834,612,4
520,267,1
341,302,3
919,335,7
91,33,9
590,831,8
331,16,8
883,907,8
481,476,8
148,946,8
594,937,8
601,883,1
713,599,5
729,662,0
182,949,2
62,54,9
474,163,5
906,207,2
850,655,7
982,885,7
687,827,5
474,362,7
706,666,2
845,518,3
504,518,6
778,67,0
650,126,9
386,591,9
472,195,2
871,571,6
722,539,5
452,69,4
149,810,1
489,449,2
249,706,1
11,264,7
250,205,7
377,972,1
362,506,4
337,246,8
738,80,7
111,338,6
485,582,0
49,254,5
478,600,0
897,688,7
335,152,8
820,346,8
841,769,5
463,731,4
107,853,0
169,780,0
488,997,2
802,628,1
605,688,2
455,458,1
912,303,4
194,453,6
804,709,8
838,856,6
236,235,8
489,790,3
427,662,0
573,343,7
865,476,3
464,867,5
640,402,4
25,681,6
604,751,8
586,260,5
588,950,2
390,910,8
181,617,8
473,730,4
598,832,4
416,686,4
462,70,3
410,103,2
118,529,1
650,462,2
56,185,0
270,455,7
368,524,2
953,644,9
516,141,7
519,805,2
589,292,4
591,222,8
482,773,5
505,475,7
143,717,7
84,369,2
480,127,2
191,551,7
335,844,9
474,171,0
944,107,2
308,354,6
255,103,6
206,482,8
522,680,7
699,853,2
46,586,5
533,69,7
315,757,3
18,7,4
375,548,6
631,441,3
842,476,6
617,163,3
476,322,9
594,223,2
467,453,2
392,623,6
516,441,1
958,339,5
914,593,8
289,778,1
515,643,4
814,297,0
512,826,6
687,482,2
54,270,5
22,35,4
567,568,4
768,888,0
724,510,3
419,811,1
713,477,1
895,794,6
68,893,9
770,384,6
763,394,4
743,26,3
879,607,4
458,938,8
971,970,8
266,84,5
221,67,6
585,208,7
299,960,6
936,899,2
844,790,3
751,706,5
921,303,6
871,533,8
57,572,0
133,955,9
129,521,4
756,693,6
8,80,4
647,371,6
398,434,6
303,993,8
319,788,3
20,776,7
343,120,4
60,299,3
617,731,0
625,258,6
490,344,9
207,677,9
494,409,8
706,717,6
475,45,9
575,205,9
949,612,7
491,811,5
299,787,7
66,296,9
278,203,5
493,914,5
76,152,7
689,989,9
892,708,5
165,296,4
5,632,4
793,5,5
942,835,4
524,244,6
91,223,8
687,951,0
31,229,9
674,831,7
132,303,6
472,768,2
494,730,9
410,674,3
258,336,6
565,734,3
832,657,3
368,890,0
247,40,6
394,105,0
800,249,2
635,574,2
668,105,5
464,969,0
631,146,0
652,716,2
351,723,8
863,421,8
770,33,8
325,43,9
45,950,7
370,233,9
261,484,5
360,869,3
743,536,6
571,397,6
645,478,7
