sender,receiver,amount
422,816,8
208,470,9
714,833,5
979,397,0
964,792,7
484,276,2
139,233,0
372,511,4
425,611,3
276,984,5
582,646,6
416,558,3
49,717,7
606,638,2
982,693,6
840,502,1
514,285,1
846,157,4
146,201,6
159,0,0
780,295,9
170,647,4
476,408,0
300,660,0
426,466,8
230,998,5
866,11,1
250,617,3
358,10,0
621,451,0
22,323,9
586,360,8
925,984,8
944,729,3
394,285,6
564,144,0
521,997,9
469,616,3
672,166,5
147,987,2
353,746,6
304,311,4
664,215,3
303,191,8
44,612,7
155,782,5
805,70,2
197,592,1
20,13,5
590,90,1
159,994,7
436,664,6
218,255,9
167,273,1
916,866,8
565,796,0
337,308,7
268,302,9
527,124,0
488,283,5
817,173,6
496,826,3
48,257,3
848,480,5
115,332,5
970,188,2
959,974,4
656,279,2
911,367,1
276,326,9
585,352,6
561,671,5
561,642,6
591,691,1
851,968,3
726,772,9
208,604,2
479,460,3
713,496,6
432,546,4
499,127,2
218,627,6
226,351,8
410,147,4
942,38,9
835,311,2
646,636,5
143,257,7
145,966,2
339,349,0
587,130,1
645,616,3
414,321,9
923,954,6
745,270,1
429,201,2
124,191,6
372,178,5
324,103,2
175,72,3
683,712,8
121,67,7
879,457,0
229,606,3
854,846,2
751,176,0
313,291,2
106,728,6
595,506,4
635,825,6
697,848,9
938,443,7
740,519,4
224,742,2
325,696,8
685,696,8
938,484,8
720,838,0
889,447,4
657,961,7
379,174,0
858,410,7
285,435,8
887,47,5
433,49,7
937,89,5
644,988,1
219,461,0
375,634,7
891,873,9
327,292,1
208,907,3
17,605,2
144,845,7
486,63,3
282,353,6
533,924,5
425,808,8
6,98,2
400,779,7
500,684,4
15,215,5
450,974,5
911,901,5
654,322,9
57,870,7
471,876,7
522,770,5
150,782,8
192,438,3
346,818,9
986,85,3
1,632,2
875,242,9
825,138,1
723,628,0
658,106,9
522,528,5
490,14,9
252,650,9
800,165,0
99,297,2
327,198,1
450,213,1
972,773,2
118,4,8
247,880,1
728,422,3
736,869,6
642,991,6
303,520,6
790,387,3
349,513,8
968,937,5
718,626,1
626,652,9
390,453,1
372,77,8
639,915,2
188,150,1
897,402,3
842,779,1
932,860,2
804,11,6
498,516,8
911,16,8
535,963,1
31,844,0
324,269,1
520,117,9
790,535,9
862,444,8
206,199,4
95,329,5
846,513,9
663,239,3
576,397,5
156,537,1
303,121,7
199,100,9
124,127,9
791,640,7
653,340,7
950,146,6
801,235,2
565,476,0
495,961,3
323,187,4
388,361,1
940,410,2
974,471,0
780,651,3
558,559,7
315,517,3
669,983,6
328,221,0
15,619,9
389,910,9
138,530,5
385,472,1
174,258,7
506,940,7
765,419,9
416,258,1
873,97,9
596,513,2
190,452,5
196,635,1
918,60,2
327,976,3
84,24,9
111,883,9
380,640,3
338,548,1
55,138,2
134,584,3
563,628,4
924,40,1
228,490,9
263,131,3
541,224,8
586,167,6
779,465,6
387,364,5
141,749,4
902,762,8
191,124,8
439,827,4
86,49,1
402,572,8
702,935,5
643,927,4
110,374,4
841,951,6
473,462,6
977,155,1
61,586,5
351,434,9
165,876,5
463,568,9
202,206,7
595,113,3
527,368,5
884,455,9
449,729,0
700,621,8
409,14,4
899,472,7
364,114,5
672,105,3
927,343,2
855,919,0
67,732,1
975,336,6
377,469,7
446,491,2
140,655,2
805,88,1
398,992,2
486,402,8
316,146,7
120,468,9
147,89,2
492,448,5
740,618,1
500,954,3
627,115,5
452,185,5
239,408,1
961,29,8
294,498,3
505,425,8
316,504,8
652,337,9
306,293,2
572,971,8
368,945,5
443,99,9
792,566,5
614,344,8
260,420,0
15,676,9
561,181,5
220,132,0
735,763,3
498,528,5
901,599,6
840,18,4
541,303,2
600,960,4
929,461,2
203,661,4
85,316,9
389,921,2
263,181,8
464,810,9
289,681,0
97,888,5
649,233,0
416,139,6
58,961,1
870,614,6
471,104,5
425,938,9
324,947,6
210,76,0
95,370,4
173,553,1
201,102,7
261,859,5
83,917,4
382,412,0
893,46,5
691,945,7
738,394,0
169,610,9
141,45,9
20,471,3
946,166,1
810,425,8
60,404,2
994,783,9
115,176,4
699,584,5
35,135,3
196,973,8
497,944,6
203,729,4
471,741,7
71,283,2
383,734,6
657,741,7
728,517,2
706,902,4
711,613,8
516,589,5
399,722,9
768,141,9
313,547,2
977,510,7
259,258,9
196,986,0
468,825,3
568,380,4
144,838,9
175,477,9
828,882,2
741,204,9
737,426,1
336,645,6
588,87,9
106,975,2
303,615,8
870,809,0
73,883,8
344,866,0
859,732,4
751,201,2
923,852,2
846,657,8
193,516,2
315,679,0
182,774,5
755,652,9
39,159,5
335,362,7
288,593,9
120,64,5
177,603,4
860,536,6
36,371,9
473,470,6
822,744,1
874,264,2
670,593,7
987,625,2
388,752,7
685,336,6
412,503,3
47,182,8
999,115,0
646,20,7
177,88,8
290,829,6
850,141,3
788,497,6
878,730,9
172,763,9
294,391,0
144,491,2
181,677,3
189,948,1
415,239,0
137,865,4
452,854,8
797,563,5
945,995,4
567,352,0
167,124,5
744,973,2
282,156,3
663,217,6
281,614,8
663,597,2
624,484,7
276,209,2
500,319,4
447,778,2
828,333,9
415,830,3
933,336,8
774,311,0
860,661,5
203,544,2
980,976,2
313,169,4
657,916,7
133,579,0
638,26,3
248,901,2
567,43,5
156,39,8
783,979,0
662,638,6
222,78,4
899,805,8
820,3,4
539,395,7
362,384,0
902,780,8
709,568,2
236,410,3
280,696,6
18,170,5
84,226,4
765,967,0
581,702,1
31,563,1
678,169,6
991,272,6
673,247,2
555,793,8
310,376,4
357,296,9
877,709,4
22,394,8
672,648,1
768,47,0
258,465,3
171,634,8
452,883,8
817,818,0
53,752,9
686,733,9
983,2,8
944,868,5
984,724,8
882,775,9
66,559,4
759,843,2
523,418,4
965,37,9
699,841,5
849,633,4
476,41,3
464,601,2
596,146,7
161,961,0
890,519,2
692,908,1
458,215,9
604,711,7
147,143,0
821,733,9
806,503,0
129,211,5
211,48,5
45,371,7
966,308,4
998,795,7
356,857,6
490,161,3
393,249,5
166,415,5
862,945,6
987,921,8
193,529,2
349,660,6
969,219,4
777,785,3
814,529,8
150,652,5
915,856,9
47,417,1
837,526,5
970,271,4
332,939,3
316,100,9
224,601,2
193,522,2
161,375,9
3,137,8
523,25,7
990,625,6
436,785,4
45,775,3
492,947,4
23,581,1
370,652,0
184,252,9
876,41,7
883,724,9
721,377,1
276,696,9
970,196,0
684,776,3
311,239,1
149,140,1
848,625,0
388,498,3
152,872,1
883,810,6
783,546,7
903,689,1
233,945,0
961,384,6
756,595,9
203,274,6
969,464,6
301,653,8
420,770,1
561,989,4
405,878,3
379,63,4
379,984,4
850,172,4
853,726,9
719,90,6
696,189,6
374,361,2
737,606,8
111,258,9
804,972,6
134,891,3
582,912,2
626,996,9
446,385,3
604,338,5
226,170,1
38,594,6
79,177,7
777,216,6
635,858,7
26,105,1
155,423,9
372,767,4
875,73,3
5,899,7
199,168,2
743,51,1
799,878,4
862,928,8
76,227,5
641,921,7
183,87,1
939,763,3
108,232,0
718,103,9
189,665,9
889,591,5
798,8,5
443,199,9
272,817,3
158,879,0
400,791,6
573,472,0
5,299,7
278,263,7
656,722,6
93,960,5
358,664,2
126,470,8
18,464,2
489,590,6
80,533,9
314,281,0
682,710,9
338,49,9
459,206,8
823,33,1
545,227,0
879,785,9
260,405,4
413,24,2
259,996,2
525,542,0
241,181,2
182,973,1
732,77,4
183,135,8
800,383,1
909,578,0
870,860,6
882,159,2
577,969,2
620,529,0
763,241,8
0,562,0
205,524,0
932,229,9
580,25,4
381,798,6
440,900,4
738,70,4
231,738,9
835,821,3
399,426,9
914,544,9
254,73,2
923,383,8
2,93,7
744,402,3
651,344,5
310,595,2
122,708,0
255,393,6
964,573,2
127,920,9
825,888,2
12,148,2
283,4,0
286,371,0
738,72,2
612,213,0
207,163,5
364,539,2
456,948,5
411,308,0
7,547,0
606,785,1
265,629,2
415,331,6
287,723,2
47,525,5
437,92,5
48,4,6
271,781,4
621,540,9
944,628,9
318,784,8
61,680,5
387,908,3
842,522,1
752,600,9
331,669,6
956,231,5
356,592,6
341,722,2
893,817,4
195,518,5
680,746,4
476,807,7
420,627,1
221,452,4
942,651,3
785,344,3
953,146,3
318,102,1
582,899,7
112,697,9
973,968,0
742,167,1
723,355,8
991,939,3
128,658,0
162,578,6
924,934,5
836,494,5
46,840,9
832,791,8
744,142,0
187,135,9
376,287,4
110,0,6
973,768,8
481,352,5
157,749,0
207,658,1
6,214,9
416,464,5
321,626,1
889,660,3
499,863,4
546,772,0
860,93,4
455,845,9
416,331,3
669,294,8
385,438,4
675,980,6
33,864,9
854,612,7
208,39,9
131,284,2
70,794,6
968,677,5
47,217,7
371,763,7
393,221,8
640,359,0
419,506,9
970,169,1
593,864,0
639,381,5
225,227,3
899,835,0
282,354,6
109,374,5
224,128,6
1,15,5
85,278,9
617,85,3
645,950,1
597,729,9
665,432,9
904,981,3
554,691,3
661,389,2
655,780,9
126,983,7
581,100,5
26,749,6
433,175,1
765,269,4
967,863,4
330,941,1
544,535,2
994,136,5
958,230,4
403,984,0
566,801,0
548,473,1
118,10,1
189,62,0
154,576,3
890,96,1
163,434,7
357,639,6
147,50,8
982,744,7
382,965,2
467,865,4
418,154,3
371,298,0
467,812,7
213,586,7
739,85,5
372,471,3
770,872,6
30,867,9
358,390,2
460,424,1
890,983,8
35,114,8
272,583,4
486,965,1
766,521,3
141,629,6
219,28,5
465,322,9
502,289,2
978,668,4
724,826,0
877,246,7
606,582,3
66,916,8
618,701,1
440,398,4
589,108,7
224,43,8
130,806,0
530,944,1
853,302,7
129,544,0
987,434,6
42,425,1
544,702,7
469,222,8
222,117,2
867,635,8
151,76,4
826,126,2
393,466,3
130,133,3
751,447,6
344,178,1
5,392,4
359,120,8
981,980,0
859,146,3
467,840,1
165,201,8
190,717,5
248,319,5
110,850,8
392,53,5
97,736,5
884,263,4
763,54,5
809,334,4
849,821,2
817,435,2
969,564,0
755,967,0
839,166,6
171,511,2
445,207,8
407,152,3
227,562,5
239,540,0
407,336,2
881,532,6
809,885,0
866,196,7
494,67,7
470,84,6
640,911,0
80,634,4
114,401,0
280,960,5
728,719,5
998,538,7
947,789,1
29,736,4
230,376,8
493,785,9
423,66,0
708,973,5
785,269,7
752,145,1
60,411,9
664,545,0
938,69,6
491,269,4
369,943,6
144,389,2
170,946,8
816,86,8
157,389,4
376,23,7
596,520,5
665,529,3
777,745,5
927,950,2
834,315,6
716,940,9
964,25,4
711,778,0
663,922,1
235,793,1
571,294,5
406,310,5
171,701,4
355,598,1
368,82,2
606,778,6
34,950,0
713,52,9
877,879,9
159,552,2
305,670,4
609,248,0
529,949,2
995,706,5
953,350,6
727,763,4
412,527,3
881,580,9
66,815,8
451,206,9
776,853,4
177,595,0
189,212,4
264,24,6
951,549,8
992,736,2
989,15,0
735,474,1
775,469,5
706,531,7
603,974,3
808,105,2
782,264,0
166,872,6
618,886,3
897,517,3
84,724,4
228,814,6
576,389,9
747,81,6
941,656,2
918,855,2
268,571,7
500,83,0
572,148,2
3,23,6
288,754,0
63,157,2
437,357,5
545,171,2
600,826,4
508,852,0
67,979,9
935,930,3
312,191,8
315,179,7
410,734,3
235,518,7
886,939,7
935,643,2
430,72,2
790,901,7
661,896,4
478,71,2
854,769,3
888,158,6
400,823,2
295,314,0
113,434,8
200,937,7
189,319,6
294,484,5
892,495,3
171,305,4
4,175,5
865,174,0
175,773,3
388,746,5
700,174,2
82,262,9
977,938,5
329,128,2
786,269,6
584,638,5
429,594,9
845,459,1
437,680,7
253,490,0
728,587,5
962,860,2
495,47,7
371,218,0
415,707,5
851,606,9
490,96,8
418,165,6
97,585,5
378,857,9
889,510,3
705,981,4
394,255,6
480,147,4
275,435,3
198,688,3
398,211,4
486,529,0
328,182,8
834,375,6
195,948,5
565,870,9
661,790,7
957,294,9
621,631,3
94,971,4
585,570,2
165,526,2
519,218,3
471,239,8
7,857,6
80,162,7
863,11,9
659,299,0
516,760,9
688,657,0
549,5,6
244,73,5
903,149,7
522,909,1
939,516,4
818,537,5
551,767,7
671,94,2
453,907,0
574,50,2
371,648,4
697,371,8
829,965,2
70,804,2
878,897,1
294,763,2
722,937,4
925,262,4
714,464,5
243,42,2
530,222,7
534,869,0
903,502,5
431,439,3
253,787,5
726,505,7
682,636,6
369,743,5
271,126,0
129,930,1
503,457,7
365,517,5
467,797,7
420,827,7
677,232,1
460,858,1
589,568,5
779,166,6
55,388,3
377,143,0
536,453,4
29,703,6
853,617,2
233,448,4
16,142,8
948,12,3
127,122,5
470,46,5
161,672,8
406,961,9
465,500,8
69,670,2
668,720,1
320,985,4
92,136,1
698,831,0
111,276,6
105,511,9
254,16,4
891,815,5
225,96,1
512,567,9
2,611,8
47,34,0
472,956,5
716,770,4
402,288,9
322,487,0
821,485,4
699,383,0
613,685,8
657,66,2
386,650,6
460,300,4
306,584,0
967,70,0
552,977,2
38,870,3
129,613,3
372,514,9
713,327,6
17,763,3
807,387,9
469,775,4
289,987,5
900,135,7
486,12,3
873,953,7
249,61,0
741,722,7
907,206,3
220,51,1
583,293,8
421,496,7
534,640,0
796,289,2
496,185,6
504,868,5
182,483,3
227,268,3
598,333,6
190,982,6
563,20,1
177,701,7
199,306,0
53,996,2
510,757,7
677,366,2
429,913,4
312,490,4
362,456,8
108,317,0
276,863,6
957,888,3
37,258,3
575,271,8
734,330,8
305,304,9
871,333,0
356,709,0
736,311,2
415,124,5
283,492,6
729,36,1
207,254,3
833,628,5
351,407,0
209,197,7
494,77,7
862,792,4
88,571,9
434,544,9
600,67,6
859,452,3
332,851,3
557,153,8
829,279,1
933,330,8
976,972,1
127,766,2
346,598,3
570,951,8
648,332,9
120,117,9
785,52,5
450,491,9
261,142,7
88,764,6
291,274,1
638,920,5
665,500,3
333,342,4
456,763,5
956,544,7
736,288,0
591,343,9
781,14,6
235,626,8
263,368,3
64,303,3
852,833,3
126,394,5
341,301,6
466,599,7
51,789,9
360,285,0
700,682,1
821,916,8
107,499,8
934,568,5
702,529,4
534,855,7
304,324,9
58,631,5
964,201,7
614,688,7
76,270,8
328,863,5
760,211,3
752,806,9
82,913,9
798,515,1
412,642,5
35,422,0
484,282,5
106,705,5
38,619,5
126,538,8
216,383,2
357,281,7
380,837,8
536,404,0
501,616,7
257,752,9
657,193,1
275,270,8
918,378,1
213,421,8
955,513,5
408,345,2
254,696,2
144,872,0
852,274,6
398,101,7
499,702,7
747,805,0
750,159,9
84,993,3
423,673,3
746,498,2
948,158,1
804,371,2
583,514,4
918,975,9
209,4,5
483,667,1
326,450,0
739,607,3
59,538,0
958,590,3
474,841,4
507,963,8
155,167,8
35,466,2
948,431,9
468,356,1
140,966,3
69,46,4
634,422,3
549,365,8
815,901,3
435,854,5
892,686,4
151,421,1
385,977,0
267,92,8
638,787,0
719,293,9
956,364,9
468,674,7
210,943,2
507,207,1
688,546,4
476,184,3
231,636,3
399,978,7
190,266,6
51,940,0
429,403,1
914,34,2
313,506,9
246,200,3
766,9,8
546,635,6
76,697,7
363,478,6
281,57,2
963,470,1
97,113,1
901,317,9
545,486,8
669,212,1
690,876,4
488,187,8
254,205,9
394,966,5
405,488,0
973,705,9
779,902,4
130,502,7
518,580,7
231,729,7
600,233,0
706,399,0
628,236,6
534,434,0
876,10,0
48,564,6
41,501,8
108,896,1
778,479,3
496,471,5
951,892,6
640,880,8
959,591,1
373,35,2
667,707,6
526,956,2
591,749,1
705,634,8
692,344,8
44,139,8
373,418,8
391,656,2
342,536,6
492,711,7
232,392,3
418,877,2
69,40,7
835,375,7
537,191,8
61,573,2
576,66,2
489,702,5
855,370,1
508,405,8
398,63,0
395,818,1
464,883,8
947,750,9
587,577,0
492,915,6
676,572,8
143,953,4
130,372,8
343,971,0
339,964,5
727,263,5
476,542,1
567,901,3
161,412,4
931,491,7
810,779,7
555,553,6
312,747,4
258,637,4
31,568,8
725,936,8
354,580,7
803,980,9
60,294,0
162,743,3
440,601,9
812,113,3
780,876,5
667,179,9
120,871,6
944,974,1
810,784,8
716,718,4
790,666,1
922,139,6
659,479,3
993,665,9
967,625,1
305,274,3
473,913,5
8,204,5
636,894,9
839,364,4
925,626,2
65,275,0
233,405,9
372,180,4
901,687,0
451,967,8
727,552,7
826,160,8
537,367,7
191,501,5
900,59,7
790,750,7
464,779,9
336,539,3
39,143,2
801,483,0
231,654,6
171,415,3
568,843,7
188,95,0
342,671,0
402,1,7
372,984,4
668,279,1
942,342,9
473,344,3
747,463,3
348,14,1
361,484,3
4,633,8
368,829,6
159,525,1
265,74,2
645,177,4
25,874,1
607,650,7
49,36,3
601,260,9
161,570,2
148,432,2
320,226,2
597,276,8
533,412,7
731,490,5
711,454,9
55,668,2
902,488,7
16,77,9
289,537,2
484,956,3
598,958,0
829,981,4
568,733,7
710,821,8
814,643,0
197,391,1
466,844,7
318,86,0
301,279,6
601,750,9
276,65,9
895,24,0
273,457,3
27,492,8
775,104,2
557,20,2
399,476,7
666,882,5
627,546,3
110,176,8
886,901,3
951,261,3
136,918,9
154,925,6
647,770,5
702,196,3
10,127,2
202,262,1
275,363,6
479,690,3
497,793,9
132,713,6
169,491,6
509,154,1
877,753,2
192,62,5
495,739,8
574,4,3
466,661,3
286,863,6
808,419,8
752,859,0
767,892,1
962,578,3
715,410,4
859,173,6
802,99,6
22,3,2
93,659,8
847,522,0
799,63,5
193,31,3
943,313,0
967,97,5
834,395,9
429,618,2
805,748,8
479,861,9
361,36,5
434,720,7
14,832,6
439,276,7
833,912,3
412,57,5
529,554,2
903,125,7
504,755,6
723,784,3
823,558,6
462,94,1
684,86,9
130,19,5
656,335,5
372,85,6
671,447,7
509,660,4
18,146,4
127,36,5
479,131,3
933,172,2
148,132,9
420,683,9
528,45,6
357,416,9
235,595,4
768,526,2
710,448,4
601,230,2
355,584,2
817,686,0
767,126,0
220,83,3
149,870,3
96,418,2
999,234,6
471,654,9
637,587,0
104,24,8
188,391,4
35,952,7
104,87,7
492,171,1
36,635,1
96,846,0
779,517,7
893,317,2
781,457,1
892,431,3
212,929,3
330,358,5
731,284,0
465,255,4
964,455,3
109,505,2
397,276,1
756,949,9
844,353,7
540,306,6
27,928,6
169,452,4
460,156,6
484,793,0
513,929,9
316,741,1
384,927,6
748,851,5
478,917,5
231,850,6
335,285,3
220,601,9
353,384,5
276,752,9
436,883,9
437,204,4
594,636,5
958,199,8
198,165,1
486,450,1
554,101,1
998,862,0
911,374,3
975,179,8
549,941,4
461,507,1
330,372,4
985,344,5
772,108,1
982,23,3
418,229,6
344,590,3
728,136,7
308,316,9
398,675,2
851,967,4
556,884,9
833,902,0
610,694,3
677,255,4
874,74,1
140,271,8
947,813,6
289,635,6
451,527,7
153,673,5
637,402,9
479,860,8
166,84,8
691,571,2
534,200,0
350,947,0
451,312,0
648,590,7
825,266,5
407,325,6
367,931,3
793,614,3
963,372,7
654,668,2
648,354,1
830,820,6
615,414,7
932,857,6
492,714,8
867,460,6
222,298,2
262,254,5
349,812,4
555,464,1
794,553,3
492,208,3
707,249,7
573,87,9
579,981,4
24,882,5
470,810,3
988,506,8
94,415,7
300,487,8
389,300,0
761,764,5
475,277,6
525,680,9
531,977,3
584,578,3
203,737,9
497,786,0
680,792,5
706,729,3
806,571,4
337,342,9
488,259,7
796,826,8
858,452,4
654,410,6
163,85,0
673,713,6
201,1,6
226,606,9
402,86,2
162,450,7
986,15,6
767,705,9
133,176,4
90,454,8
880,3,5
97,704,0
816,632,6
284,288,4
302,899,4
340,647,0
707,249,7
800,15,7
892,215,7
678,346,0
721,196,6
304,419,2
896,611,4
835,684,9
901,19,5
798,598,8
318,806,4
302,90,5
164,44,8
116,175,3
294,191,8
177,20,7
940,488,8
813,734,2
204,977,0
476,37,6
220,171,2
886,299,1
702,841,6
180,276,0
495,549,5
976,444,3
273,944,9
577,526,9
448,203,3
453,169,9
675,722,2
540,735,1
588,838,5
59,902,5
100,854,3
330,683,9
474,74,0
198,776,4
210,521,9
118,68,1
912,565,8
794,14,6
957,99,2
99,614,1
747,20,0
978,30,4
750,138,3
506,166,7
191,459,1
115,330,2
296,671,0
222,495,1
668,61,1
737,223,6
657,439,1
205,761,2
181,936,6
220,774,4
711,859,1
417,961,0
278,192,8
656,975,7
921,989,1
880,687,3
540,776,0
948,400,0
817,16,0
231,622,4
651,101,3
724,986,0
647,821,1
528,685,9
817,302,0
7,432,3
678,773,6
217,82,7
729,147,2
607,163,2
422,565,3
69,359,2
136,432,7
586,679,0
62,570,4
952,371,1
116,173,3
666,328,0
598,707,2
678,346,7
861,400,8
658,690,9
487,263,3
148,200,3
177,404,9
