sender,receiver,amount
658,86,0
618,380,5
732,102,9
389,795,7
880,898,7
769,415,5
606,660,5
149,610,6
322,515,4
698,309,7
83,220,7
518,350,0
207,74,6
903,738,6
19,71,1
563,560,7
690,485,0
72,626,3
545,932,0
180,902,2
122,717,2
479,811,8
91,861,8
21,821,2
101,636,4
793,459,6
825,370,7
895,886,0
447,608,5
800,972,0
469,336,6
846,688,2
261,973,4
826,771,5
685,410,1
697,922,3
623,962,0
880,510,2
26,49,7
669,272,5
472,788,3
312,324,8
797,904,2
925,201,3
502,109,1
159,741,0
62,565,7
730,507,3
678,479,6
333,566,5
629,682,3
451,419,5
697,648,6
517,101,2
315,543,3
707,788,6
393,557,3
617,961,3
324,215,9
695,575,5
803,622,8
48,291,7
573,209,9
361,87,7
347,339,2
145,308,4
160,144,0
984,428,1
860,103,7
980,579,6
217,213,0
439,171,3
183,343,4
762,866,1
512,418,5
295,879,4
885,181,6
338,347,6
61,543,5
376,665,5
404,681,7
913,690,1
114,373,5
942,13,9
522,376,6
408,637,5
917,168,2
950,898,0
231,6,5
752,986,3
960,422,9
518,661,7
635,576,8
647,415,7
47,522,2
334,838,2
913,327,9
290,248,0
733,323,1
707,679,7
853,961,0
166,772,1
45,837,5
911,697,4
689,390,2
767,529,2
174,152,7
62,504,2
520,786,0
958,676,3
735,34,3
820,570,0
792,509,0
141,804,9
372,420,6
609,272,3
132,399,8
5,766,2
315,547,6
709,0,1
819,12,0
797,546,1
664,487,8
113,897,7
809,80,7
638,145,2
291,375,8
160,217,5
101,380,8
895,129,1
287,617,5
912,605,6
20,898,6
178,784,7
617,716,3
734,86,9
460,803,1
491,659,6
262,334,5
457,760,1
43,433,1
580,299,2
878,406,3
712,109,1
950,633,0
31,926,5
315,172,2
633,232,0
277,33,5
509,719,7
435,477,2
105,392,0
701,837,6
610,161,9
313,43,5
310,160,6
204,447,9
401,336,4
841,191,4
426,565,4
257,563,2
232,381,0
434,977,6
65,987,3
967,501,3
274,858,1
189,389,2
200,890,9
183,578,1
44,64,7
194,556,4
537,166,9
855,571,4
963,604,8
478,133,6
701,671,2
769,312,3
121,766,9
3,60,7
864,880,5
74,271,2
147,90,2
555,115,4
778,243,2
129,764,4
981,696,3
974,267,4
995,168,4
553,317,9
467,430,1
802,347,4
958,635,5
44,165,6
955,744,1
829,688,1
846,666,9
951,393,8
363,493,4
798,630,3
791,893,6
287,119,5
801,621,4
116,134,8
747,996,3
435,432,0
210,888,5
574,212,1
139,225,7
306,133,1
113,618,7
986,976,7
353,45,0
965,251,5
158,989,9
908,352,0
40,14,3
36,228,7
830,251,5
877,85,8
157,456,2
142,321,6
360,30,8
745,573,7
944,688,3
559,697,5
710,256,9
691,372,5
824,39,5
555,172,7
777,249,1
325,777,7
570,192,4
10,965,3
631,824,2
676,478,1
703,450,7
878,525,8
358,449,8
352,332,7
856,135,4
306,58,7
520,576,1
117,69,0
306,535,5
988,224,6
590,352,4
494,95,1
317,298,9
332,61,7
292,388,0
537,907,2
884,941,8
654,778,7
989,436,8
340,605,5
947,714,6
941,691,1
713,626,4
372,342,8
999,468,9
940,462,9
709,33,7
272,153,8
637,74,4
302,541,3
626,358,9
35,397,2
757,703,1
861,271,8
95,798,1
108,67,6
624,119,0
847,531,1
842,886,0
562,90,7
165,247,5
658,616,8
765,698,0
157,77,0
680,413,9
84,204,5
84,975,4
881,572,7
701,904,5
34,369,9
130,183,8
14,373,2
915,685,8
53,221,2
355,522,2
672,895,9
315,561,5
511,917,1
294,635,6
737,343,4
721,878,2
394,805,3
876,682,5
9,113,5
794,376,4
643,694,6
929,413,8
671,180,3
766,418,1
753,661,6
633,555,9
767,257,3
421,966,2
582,705,9
638,349,7
414,915,2
702,788,9
458,216,4
339,886,0
78,77,7
125,456,7
361,985,4
162,669,6
159,504,4
111,371,9
176,805,5
206,839,4
47,383,4
592,457,3
587,492,9
926,673,3
944,423,5
714,382,2
552,102,6
421,241,1
166,791,8
702,23,4
909,878,4
397,788,3
163,140,8
383,239,9
82,768,8
538,827,3
629,879,3
55,214,6
556,879,8
401,657,4
524,4,7
3,593,3
105,986,8
353,925,7
589,145,6
771,507,0
770,170,0
520,153,6
326,379,8
43,281,9
318,617,2
419,755,0
196,463,7
419,37,8
114,981,2
962,662,4
277,575,3
619,584,0
484,389,9
840,203,3
430,63,5
914,200,6
470,386,4
645,112,5
818,49,9
214,174,5
976,416,1
458,975,9
677,276,2
581,855,8
877,119,0
68,777,4
801,253,9
511,447,7
754,727,0
281,408,5
312,875,6
177,830,0
894,14,8
374,897,9
260,818,4
918,880,0
689,259,6
828,363,6
99,705,3
713,756,0
153,668,6
273,857,9
963,731,2
976,658,9
201,691,2
62,976,6
667,314,7
996,302,0
274,198,2
815,544,0
834,247,1
912,754,7
17,103,3
790,453,8
37,531,7
833,743,1
931,598,2
402,501,4
818,942,1
726,552,7
724,762,5
269,121,5
29,736,7
395,916,7
4,732,8
993,931,1
53,46,3
530,777,5
447,859,3
15,383,9
401,126,4
604,806,5
412,812,6
998,205,3
732,857,1
105,315,2
321,229,1
826,122,2
545,59,2
577,327,5
209,628,4
106,134,1
354,151,1
736,786,9
986,548,3
827,241,2
28,826,1
59,491,7
949,45,8
77,130,7
842,483,5
504,686,3
354,594,8
945,304,6
991,410,9
776,143,7
727,707,2
929,534,3
93,594,5
342,797,8
580,83,5
636,350,4
278,73,6
588,238,1
333,609,9
549,996,9
229,2,8
225,219,9
508,911,3
258,915,3
636,556,9
673,352,6
251,541,4
346,214,7
38,304,0
405,12,6
435,380,1
489,162,0
991,359,9
948,351,0
533,85,1
103,721,0
47,596,6
818,839,1
840,276,4
54,65,0
230,151,9
922,680,3
373,975,9
654,734,3
649,335,0
830,108,5
504,557,2
356,946,6
283,875,5
993,408,4
705,765,1
815,200,2
772,45,0
419,347,2
37,607,6
276,787,8
263,729,7
431,36,6
423,411,3
463,630,3
102,32,8
512,568,9
535,664,9
577,467,4
676,901,5
245,242,4
676,148,5
47,68,3
523,776,7
265,741,4
133,989,9
100,837,9
111,540,9
626,679,4
623,525,6
832,984,9
883,290,2
634,667,9
78,608,3
187,23,5
473,245,8
858,492,6
448,802,3
461,786,6
817,833,8
173,155,0
970,286,0
1,652,8
410,844,1
125,533,8
715,966,0
220,681,3
258,701,6
565,352,3
380,607,3
967,129,0
684,682,1
410,654,4
959,495,8
86,730,7
220,351,3
507,382,2
751,616,4
807,743,5
650,99,9
8,594,3
303,822,7
319,24,7
999,50,2
622,291,5
447,180,6
17,783,2
495,242,0
912,916,2
599,834,4
173,178,5
246,115,1
549,155,0
256,123,5
795,759,2
496,771,5
875,275,0
959,661,5
152,308,1
72,200,1
639,591,7
995,2,6
61,319,2
591,763,6
455,439,2
823,550,1
514,134,2
111,2,0
143,685,9
496,728,8
232,885,2
765,534,6
963,989,1
849,213,3
994,146,1
62,503,8
856,77,8
819,18,7
475,514,7
111,462,8
42,215,6
84,592,5
198,55,2
948,974,4
136,504,2
321,878,6
813,564,3
974,62,6
621,866,7
665,995,7
479,352,6
548,963,5
258,750,5
50,523,6
331,354,7
286,943,3
556,552,7
873,17,5
233,470,2
232,616,2
171,454,5
800,628,5
404,633,1
944,572,5
159,3,5
816,834,0
695,745,0
215,135,9
678,475,8
808,712,6
566,797,8
991,165,8
202,991,9
659,132,0
124,528,4
951,140,0
182,739,9
696,340,1
354,458,3
0,828,1
721,361,3
762,118,0
792,486,6
533,698,8
329,139,2
304,295,7
501,814,1
815,789,5
667,532,1
749,447,0
264,817,1
331,708,4
603,93,2
514,696,5
992,469,3
436,868,9
786,914,7
655,166,4
428,342,2
378,695,4
666,73,4
466,659,7
38,450,2
480,904,6
719,445,3
651,619,3
670,852,1
530,869,5
244,603,4
534,779,6
654,92,1
129,705,6
823,900,1
241,597,2
782,341,6
146,578,9
623,708,0
36,511,3
612,174,8
498,277,5
487,388,3
65,996,9
646,544,7
434,742,7
242,828,1
810,39,2
587,930,7
947,269,0
830,938,6
240,133,7
436,626,7
358,811,3
439,103,9
865,463,9
256,482,9
123,730,4
253,348,4
840,818,6
522,345,3
130,63,9
693,610,9
201,206,6
347,754,9
374,28,2
809,260,1
902,298,8
410,958,9
41,645,4
600,561,8
42,88,6
708,19,8
225,18,8
117,321,8
204,589,6
331,886,0
977,505,8
266,950,7
324,772,9
455,863,3
411,396,0
661,340,9
428,536,1
250,787,4
376,287,4
123,181,1
322,191,5
0,267,1
520,657,9
386,836,8
641,376,7
899,743,5
525,53,1
221,39,8
640,884,8
599,886,1
117,190,2
122,862,6
476,195,5
813,383,3
854,103,6
383,764,4
369,716,7
199,987,7
761,161,7
829,689,1
290,0,9
736,185,3
818,26,3
610,227,5
604,514,8
629,759,2
86,754,1
280,251,9
323,976,9
922,700,9
553,759,2
309,181,3
245,524,4
132,504,4
999,185,8
292,289,4
58,124,9
933,101,3
881,520,4
935,912,4
340,589,7
931,615,5
409,717,3
705,6,4
462,998,4
368,782,4
613,776,1
363,943,7
189,481,0
351,756,4
744,774,2
333,514,8
414,545,1
42,696,9
923,497,9
107,655,7
25,755,8
304,81,0
751,713,3
529,673,3
425,635,9
827,393,9
518,366,4
482,902,3
379,600,7
126,600,9
13,685,0
693,779,5
708,601,2
708,64,3
206,492,9
552,765,1
95,104,9
519,75,4
412,172,1
184,142,0
760,415,5
859,694,2
831,912,0
961,869,0
836,14,3
306,846,4
649,473,7
526,668,1
964,89,1
212,879,2
464,861,6
644,10,5
200,463,4
0,994,6
433,281,1
859,743,3
641,32,0
275,819,1
28,696,3
837,132,1
920,144,4
347,453,8
86,746,1
42,209,3
404,763,7
746,723,3
134,516,8
661,472,5
636,160,2
436,321,1
585,964,1
15,567,4
876,978,2
385,309,4
648,325,8
268,0,9
204,666,4
985,206,0
714,848,0
278,560,1
624,599,9
351,988,2
594,1,0
883,475,7
781,732,5
462,929,8
295,517,4
756,403,0
291,949,6
255,117,7
169,359,6
901,26,2
376,537,5
968,357,6
72,844,1
836,493,4
767,938,9
823,271,4
524,680,9
483,564,0
621,583,3
883,887,7
984,818,3
430,103,3
937,86,2
458,101,9
193,322,5
942,22,5
448,83,6
227,697,2
28,365,9
978,872,6
195,748,1
341,661,5
651,557,6
407,463,6
329,957,6
629,408,6
934,516,3
540,363,1
435,328,6
186,569,8
593,0,3
358,990,6
596,828,2
98,675,3
684,602,1
718,704,0
551,46,3
771,875,2
544,240,2
301,52,6
634,569,0
641,952,2
511,787,4
968,308,5
222,427,6
515,567,1
61,507,1
627,517,8
373,32,7
399,652,8
28,524,4
874,309,4
472,146,5
747,616,4
317,739,7
961,980,5
930,304,5
844,83,1
843,373,6
136,543,1
144,594,1
456,993,4
626,863,9
795,899,9
774,76,1
616,278,6
76,198,4
974,987,9
824,848,8
8,256,9
652,868,8
982,75,2
420,774,7
476,776,4
889,870,3
932,311,0
928,430,4
124,351,8
650,298,3
418,234,6
813,208,5
796,938,8
420,848,0
66,248,5
948,206,2
490,758,0
109,605,1
830,305,0
406,589,9
336,700,6
231,239,6
915,983,9
313,692,5
852,111,4
766,473,1
365,904,0
778,728,0
390,680,3
656,235,5
956,983,2
400,694,5
864,747,8
440,997,9
30,583,1
45,621,8
324,515,4
378,434,5
722,303,6
588,182,5
439,431,8
39,394,7
606,608,1
169,948,8
21,557,0
113,476,4
505,778,6
230,441,9
185,847,2
348,95,3
314,473,5
50,907,8
488,752,2
636,423,2
882,542,2
259,271,2
793,358,4
33,171,0
865,863,2
723,136,1
347,463,8
241,145,1
138,479,4
616,753,7
429,631,3
436,407,5
112,3,9
591,989,2
653,46,8
211,890,2
518,7,0
455,7,2
909,478,2
858,76,4
136,697,6
480,507,2
438,828,1
611,208,1
697,118,1
343,246,9
364,974,4
987,651,2
769,598,7
4,224,7
984,28,0
290,789,5
685,540,6
319,73,2
514,347,6
306,940,4
138,385,2
631,937,3
411,400,2
714,578,3
605,342,5
512,810,4
720,37,8
6,644,0
817,161,9
957,893,2
401,554,9
131,311,8
308,189,5
609,560,7
233,915,2
320,590,6
393,21,5
781,43,3
905,243,2
818,127,7
73,570,2
206,588,9
170,125,8
22,766,6
944,320,6
192,976,9
834,422,8
336,637,9
606,524,0
976,450,8
192,958,9
199,506,6
195,968,0
825,740,4
184,781,1
245,95,6
68,989,5
612,587,2
719,263,7
321,363,7
908,500,5
387,849,1
675,671,3
341,570,8
964,508,8
210,493,1
775,272,3
85,302,7
988,212,5
16,613,4
411,449,7
160,452,1
494,793,0
563,174,4
977,135,6
905,73,2
383,86,5
799,111,8
908,720,9
586,23,9
545,175,8
406,680,2
310,149,5
816,123,0
287,952,4
993,234,7
647,276,5
837,912,2
737,452,2
564,861,3
986,578,4
630,746,4
68,290,1
706,447,8
512,168,4
238,54,1
793,13,0
232,719,5
278,231,6
530,256,0
428,879,2
52,393,7
938,268,7
97,437,2
262,228,5
254,277,5
219,960,3
338,751,6
464,186,9
575,47,7
733,987,5
193,987,5
175,198,7
507,653,0
496,32,0
822,597,2
47,692,6
472,372,6
56,753,9
794,89,0
164,730,4
102,16,2
959,580,7
547,861,8
197,571,9
30,848,1
916,327,0
259,354,0
457,928,1
88,858,7
495,132,0
480,270,5
944,36,3
869,862,8
481,579,4
140,179,5
646,286,0
932,606,0
104,736,2
620,349,1
451,220,9
182,72,1
462,529,6
662,838,9
586,219,3
163,560,1
894,589,3
456,710,3
886,499,4
9,55,0
517,69,8
705,474,5
289,220,4
305,440,9
263,45,0
32,532,1
179,26,0
860,910,7
179,494,7
223,125,5
421,739,6
353,55,7
52,766,2
546,994,4
731,455,7
963,338,5
747,509,7
199,643,4
363,714,7
571,39,3
146,285,3
472,873,9
888,418,4
427,957,3
153,504,3
118,947,0
763,64,2
135,484,2
648,577,3
820,69,7
236,322,0
471,906,6
471,313,5
185,567,0
568,700,3
609,768,2
74,945,2
29,648,9
661,252,2
746,578,7
405,830,4
358,717,4
168,597,7
280,675,2
202,649,1
495,554,6
351,775,9
654,56,1
410,138,6
941,690,6
179,378,3
940,780,7
135,264,5
522,641,6
112,425,0
699,504,6
36,988,0
406,627,9
569,312,4
981,348,3
643,553,8
897,460,6
234,244,9
389,287,4
569,963,1
914,613,8
871,86,0
282,311,3
157,614,4
927,303,2
788,384,4
222,28,6
126,536,3
697,421,0
388,435,0
730,926,5
393,767,0
42,945,1
464,539,5
191,193,7
207,837,9
201,42,5
373,882,5
323,256,1
157,911,6
426,777,7
853,365,0
367,87,4
352,920,4
248,587,3
349,71,0
450,147,1
732,55,1
60,884,8
767,649,0
507,493,3
772,371,7
909,568,4
853,446,9
10,54,3
800,927,8
657,290,7
187,984,5
431,846,9
468,954,3
65,153,3
415,717,1
910,491,8
314,818,6
658,373,3
114,848,1
352,729,2
686,869,1
977,161,1
266,575,2
796,194,2
468,887,5
902,279,4
800,156,8
924,778,9
955,578,6
460,223,1
205,757,3
99,355,6
433,795,1
486,590,4
659,455,4
538,297,1
293,276,5
614,851,5
631,642,5
634,119,4
184,619,9
598,646,2
305,566,9
314,307,2
918,648,5
140,309,1
192,194,6
503,313,4
743,55,2
237,891,8
817,86,7
503,525,2
898,464,2
102,512,1
665,586,7
468,519,7
213,541,8
705,558,2
125,94,6
297,84,6
390,659,8
285,610,9
225,166,9
263,899,4
965,476,6
919,261,4
590,892,9
82,777,4
830,877,0
806,158,1
611,934,7
23,129,0
424,276,0
269,996,5
816,593,6
856,682,7
62,889,1
23,130,5
146,933,0
873,325,0
724,368,3
650,97,7
546,258,6
563,279,1
522,156,6
569,68,1
966,855,0
540,794,7
975,276,9
157,763,0
734,755,7
839,610,1
96,946,6
52,145,2
250,917,2
347,272,1
774,564,2
70,468,0
82,495,7
620,656,5
295,239,1
116,197,1
836,700,5
978,989,0
786,93,3
790,450,3
812,201,8
769,669,8
479,249,5
243,871,1
508,353,1
54,952,8
239,461,1
519,640,5
405,299,7
902,621,7
334,802,8
114,362,9
771,602,7
621,18,5
607,64,5
285,435,3
983,477,5
14,746,9
807,10,9
621,944,7
594,239,9
146,216,3
286,208,3
820,264,1
187,425,0
605,690,3
983,10,2
142,874,5
522,919,8
607,951,0
471,845,9
106,438,7
706,227,1
955,264,8
758,390,7
184,738,7
902,901,9
268,705,5
719,639,4
152,416,8
302,888,2
479,562,2
24,87,6
76,999,9
257,664,3
305,198,6
632,914,6
206,258,6
783,921,6
851,846,6
396,897,0
923,889,9
420,470,2
425,961,6
461,320,8
203,383,5
990,942,3
62,186,1
58,238,6
174,826,9
875,289,6
762,889,2
290,885,3
238,723,6
820,868,6
512,22,5
862,166,8
926,507,4
237,800,0
499,231,2
830,216,4
317,752,4
92,556,2
118,157,7
676,712,8
474,329,8
977,985,5
113,865,0
763,678,6
694,410,1
391,501,5
497,27,4
781,91,9
337,479,0
3,689,4
466,396,5
412,385,5
926,914,6
854,301,6
331,911,2
488,516,8
780,256,9
114,994,9
252,571,9
435,896,7
115,251,9
169,285,4
821,958,8
162,486,0
642,347,6
499,679,6
169,79,4
263,599,4
427,811,0
682,150,3
255,434,4
138,613,6
332,657,4
487,531,2
803,407,5
311,910,4
939,854,9
393,868,1
651,964,9
276,927,1
605,977,7
729,328,0
531,459,9
263,470,5
536,479,3
188,533,6
300,709,6
872,557,1
454,191,9
180,920,1
384,368,4
141,504,0
510,437,3
176,783,5
254,208,5
502,540,4
505,626,5
600,349,2
188,857,4
637,968,7
778,470,0
593,350,0
89,174,5
811,770,0
743,240,3
86,487,6
86,853,8
168,788,7
517,135,3
223,235,7
993,872,7
298,710,8
65,589,1
341,179,4
538,74,8
593,279,8
792,505,2
221,611,7
853,555,1
815,150,5
429,1,0
631,225,6
589,533,7
937,388,4
675,908,2
912,384,1
577,787,9
952,13,1
38,455,4
947,292,7
318,640,4
669,888,1
312,449,1
658,374,0
564,550,3
373,179,1
929,335,8
593,713,7
862,721,6
37,937,7
831,670,4
402,845,8
121,404,7
434,798,7
911,423,8
748,826,7
623,346,6
385,1,1
973,906,4
388,438,9
776,546,7
45,965,4
218,775,1
418,514,0
475,510,0
851,22,7
427,382,4
491,90,3
805,800,2
447,964,5
955,530,9
235,524,5
576,772,8
525,410,8
548,484,1
783,380,4
289,739,2
133,217,9
167,46,6
620,685,3
360,778,4
210,915,5
20,656,6
982,427,1
345,693,2
686,571,2
180,387,3
964,837,3
812,802,7
323,626,0
520,935,7
250,638,2
866,981,2
253,50,4
42,383,4
504,277,9
661,6,8
931,500,6
928,183,0
721,271,3
390,867,5
262,599,8
493,395,8
632,680,1
880,572,4
621,772,4
46,941,7
352,482,1
674,196,3
223,340,6
713,763,8
967,995,9
48,168,6
762,352,8
878,568,3
574,506,1
572,469,9
137,319,8
665,112,1
233,57,8
868,67,8
450,26,9
91,795,7
690,969,8
526,365,0
502,759,2
8,661,9
891,575,5
915,237,8
535,473,1
946,585,4
325,763,4
419,384,6
343,588,8
771,170,9
223,691,3
580,505,4
332,413,6
474,54,2
786,107,9
816,880,9
883,911,8
13,326,0
607,519,7
514,152,0
579,622,3
586,112,6
521,365,7
181,253,1
885,705,7
820,117,7
407,742,6
792,7,2
468,768,6
808,135,1
860,383,7
392,84,2
19,83,4
101,490,5
304,979,7
484,308,1
644,826,7
54,52,4
949,255,1
442,183,8
258,176,4
881,246,1
459,161,8
973,355,8
73,690,5
135,961,0
370,871,3
763,167,0
18,825,2
645,992,2
648,632,3
992,522,9
520,109,9
290,280,8
773,458,9
793,789,5
446,105,5
600,721,5
90,669,4
868,50,4
334,815,8
367,863,0
32,901,7
61,776,0
759,1,1
319,56,5
24,787,3
323,234,0
513,650,5
477,75,1
646,417,1
701,318,6
907,947,9
792,633,9
838,869,1
204,711,8
919,47,6
38,680,1
843,613,8
316,534,1
416,171,3
89,54,3
355,696,7
275,9,0
441,865,6
251,135,2
773,864,7
950,517,0
765,941,9
547,911,4
895,248,5
642,115,0
775,608,2
624,699,2
427,225,5
764,333,8
811,166,1
206,499,5
406,522,9
69,728,2
750,890,6
963,181,2
589,332,2
954,326,3
418,118,5
653,130,2
372,408,8
310,303,5
808,939,3
827,596,4
836,178,7
285,103,2
138,58,7
12,252,8
465,692,2
75,225,3
907,140,7
148,999,4
398,936,4
